Customer_ID,Age,Income,Purchases,Gender,Churn
91,25,78819,15,Female,0
92,52,63856,8,Male,1
93,52,53576,6,Male,1
94,50,61938,18,Female,1
95,22,69028,19,Male,1
96,59,79807,24,Female,1
97,56,69877,15,Male,1
98,58,117783,26,Female,0
99,45,63461,7,Male,1
100,24,113474,10,Female,1
101,26,60469,6,Male,1
102,25,103136,14,Female,1
103,29,40435,17,Female,0
104,51,104117,9,Female,0
105,50,34191,19,Female,0
106,40,104726,5,Male,0
107,41,47386,23,Female,1
108,54,51721,7,Female,0
109,52,74786,19,Male,1
110,57,33704,20,Female,1
111,39,76635,26,Male,0
112,44,22123,7,Female,0
113,52,110710,24,Female,1
114,18,82993,2,Female,0
115,52,100122,25,Female,0
116,54,117512,23,Female,1
117,31,45416,16,Female,1
118,20,21814,13,Male,1
119,18,98537,8,Male,1
120,22,70258,6,Female,1
121,43,36508,6,Female,0
122,31,105166,9,Male,1
123,56,98916,4,Male,1
124,44,55699,27,Female,1
125,26,66335,11,Female,0
126,32,66806,5,Female,1
127,32,97853,25,Female,1
128,43,83768,17,Female,0
129,59,55739,20,Female,1
130,30,54785,7,Male,1
131,49,51980,27,Female,1
132,56,109335,15,Female,0
133,49,114702,25,Male,0
134,21,105016,15,Male,1
135,47,21609,14,Male,1
136,54,86253,13,Male,1
137,40,105481,11,Female,0
138,56,111128,28,Male,0
139,32,48141,13,Male,0
140,46,50009,26,Female,0
141,53,26782,22,Male,0
142,30,112072,28,Male,0
143,49,119352,24,Female,1
144,24,45933,29,Female,0
145,39,97154,9,Female,1
146,45,28307,10,Female,0
147,19,112207,4,Female,1
148,59,95874,17,Female,0
149,23,58346,14,Female,1
150,45,70772,24,Male,1
151,45,92084,18,Male,1
152,37,60149,11,Female,0
153,47,106700,16,Male,0
154,28,47526,1,Female,0
155,45,116758,29,Male,1
156,42,105712,7,Female,1
157,56,88477,28,Male,1
158,50,25695,10,Female,0
159,18,59169,9,Male,0
160,44,67947,27,Female,1
161,30,67224,28,Male,0
162,58,65865,28,Male,0
163,20,45553,25,Female,0
164,56,80410,3,Male,0
165,23,110895,22,Male,1
166,25,44816,23,Male,0
167,44,75026,14,Male,0
168,26,70705,26,Male,1
169,54,81922,25,Female,1
170,50,93914,15,Female,0
171,59,21881,2,Male,0
172,41,59567,24,Female,0
173,32,67365,14,Male,0
174,49,99211,16,Female,1
175,49,90122,7,Male,1
176,41,45006,4,Male,1
177,58,61198,18,Male,0
178,29,42831,24,Male,0
179,56,36459,27,Female,1
180,19,52443,5,Female,0
181,20,62316,6,Female,1
182,54,116131,27,Male,1
183,34,84486,7,Female,1
184,19,25877,15,Female,1
185,19,59553,26,Male,1
186,45,24922,1,Male,1
187,40,24686,24,Male,1
188,54,52766,4,Female,0
189,49,99943,29,Female,1
190,50,52006,25,Male,1
191,18,51422,1,Female,0
192,36,32205,11,Male,1
193,19,106590,18,Female,0
194,43,43527,14,Male,1
195,49,38443,22,Female,0
196,23,36524,11,Female,0
197,49,48202,10,Female,0
198,21,85552,27,Male,1
199,28,66142,17,Male,0
200,34,81692,4,Male,1
201,55,102384,24,Female,1
202,41,40855,15,Male,1
203,22,103747,26,Female,1
204,51,80372,16,Male,1
205,23,45095,21,Male,1
206,39,58724,13,Female,1
207,28,69241,9,Female,0
208,33,72003,11,Male,1
209,50,88379,11,Male,1
210,26,114837,6,Female,0
211,23,111996,1,Female,1
212,33,117454,22,Male,0
213,46,114283,6,Female,0
214,20,35972,13,Male,1
215,37,113846,22,Male,1
216,53,42927,24,Male,0
217,36,86630,22,Female,1
218,43,72347,5,Male,0
219,20,119708,15,Male,0
220,36,108860,27,Female,1
221,37,106210,18,Female,0
222,49,89518,20,Female,1
223,24,65283,14,Male,1
224,58,101326,15,Female,0
225,50,32205,26,Female,0
226,57,109874,5,Male,1
227,56,32748,26,Male,1
228,35,41097,4,Male,1
229,57,23092,2,Male,0
230,18,73311,7,Female,1
231,28,42692,10,Male,0
232,45,43862,16,Female,0
233,42,110396,10,Male,0
234,40,99507,18,Male,1
235,48,100152,17,Female,0
236,47,90469,21,Female,1
237,59,24926,28,Female,0
238,52,111299,13,Male,1
239,24,23969,1,Male,1
240,33,55733,1,Female,0
241,43,89855,15,Female,1
242,19,61743,1,Male,0
243,18,59876,6,Female,0
244,29,40323,25,Female,0
245,22,36428,26,Male,0
246,54,54578,13,Female,0
247,49,106486,27,Male,0
248,26,84140,28,Male,0
249,58,103829,1,Male,1
250,52,26364,5,Female,0
251,36,55349,9,Female,0
252,33,20691,25,Female,1
253,20,115598,17,Female,1
254,37,86467,16,Male,0
255,41,65896,8,Male,0
256,50,77062,17,Female,0
257,41,117266,15,Female,1
258,28,99762,24,Female,0
259,25,33861,1,Female,1
260,53,116837,12,Male,0
261,55,108302,5,Female,0
262,57,83928,24,Male,1
263,37,103231,6,Female,0
264,52,61347,25,Female,0
265,42,23121,1,Female,0
266,52,103793,25,Male,1
267,42,48164,1,Female,0
268,46,45491,10,Male,0
269,35,79222,10,Male,1
270,35,43165,3,Female,1
271,19,23748,17,Male,0
272,52,118581,19,Male,0
273,33,46553,28,Male,1
274,58,80380,11,Female,0
275,53,64331,29,Male,0
276,50,116033,18,Male,1
277,21,116844,2,Female,0
278,50,59560,9,Female,0
279,31,73865,24,Male,1
280,38,66686,17,Male,0
281,37,95910,28,Male,0
282,25,24675,14,Male,0
283,24,86706,4,Female,1
284,20,97986,29,Female,0
285,34,96216,17,Male,1
286,50,30068,17,Female,1
287,29,74460,12,Male,0
288,39,66418,28,Female,1
289,39,46206,20,Female,0
290,47,20287,18,Male,0
291,55,42337,3,Male,0
292,55,40666,11,Male,1
293,25,21161,25,Male,0
294,44,110071,18,Female,0
295,44,118064,4,Female,0
296,51,58751,17,Male,1
297,38,102063,18,Female,1
298,47,109389,5,Female,0
299,50,34758,14,Male,0
300,45,85780,10,Male,0
301,50,23178,15,Female,0
302,22,51831,1,Male,1
303,36,22176,16,Male,1
304,21,53654,11,Female,1
305,52,46627,23,Female,1
306,34,72550,20,Male,1
307,45,64910,6,Female,1
308,47,110417,24,Male,1
309,46,78251,29,Male,0
310,23,55422,22,Female,0
311,52,31984,16,Female,0
312,58,109312,2,Male,0
313,54,81386,1,Male,0
314,41,103291,24,Male,0
315,46,27135,24,Female,1
316,48,20320,9,Male,0
317,52,114171,22,Female,1
318,50,41684,12,Male,0
319,38,75913,17,Female,1
320,49,108774,25,Male,1
321,40,41889,28,Female,0
322,50,115849,29,Male,0
323,20,118071,15,Male,0
324,35,68899,19,Male,0
325,42,30770,27,Male,0
326,59,59321,22,Female,1
327,48,105962,10,Female,0
328,20,61777,29,Female,1
329,57,66250,26,Female,1
330,41,93034,27,Female,1
331,49,60130,12,Male,0
332,39,101931,14,Female,0
333,40,69346,9,Female,0
334,19,22537,27,Female,0
335,44,104762,13,Female,0
336,59,35216,3,Male,0
337,19,104149,21,Male,1
338,43,23009,29,Male,0
339,34,109904,14,Male,1
340,57,49327,21,Female,1
341,50,34209,10,Female,0
342,26,68443,16,Male,0
343,56,35029,7,Male,0
344,46,87613,4,Female,0
345,59,99443,27,Female,0
346,43,76997,20,Male,0
347,52,82559,23,Male,1
348,42,84892,25,Male,1
349,41,90409,11,Male,1
350,30,28635,16,Female,1
351,24,53065,20,Female,1
352,53,53783,4,Female,1
353,37,54152,22,Male,0
354,18,78741,22,Female,0
355,25,71502,23,Female,0
356,33,49092,17,Male,1
357,31,37653,13,Male,1
358,29,117999,11,Male,1
359,40,119564,3,Male,0
360,32,60469,9,Male,0
361,45,106483,6,Male,0
362,51,79754,22,Female,1
363,19,49978,21,Female,1
364,49,107592,11,Female,1
365,40,114543,16,Female,0
366,39,63169,19,Female,1
367,42,68287,27,Female,0
368,39,74745,5,Male,0
369,39,25543,14,Male,0
370,59,76392,17,Male,0
371,23,41067,3,Female,0
372,32,71033,4,Female,0
373,54,65256,16,Male,0
374,50,110633,16,Male,1
375,25,89345,21,Male,0
376,22,42191,26,Male,1
377,56,106803,25,Male,0
378,21,92742,4,Female,0
379,23,106593,19,Female,0
380,49,48992,26,Female,1
381,47,101531,17,Male,0
382,52,68803,13,Female,0
383,57,83477,26,Male,1
384,33,33210,22,Female,1
385,30,103329,23,Male,1
386,59,46270,26,Male,1
387,47,82008,24,Female,0
388,36,25197,28,Female,0
389,34,27452,1,Female,1
390,36,61486,12,Female,0
391,45,34859,4,Female,1
392,43,47236,11,Male,1
393,54,51899,5,Female,1
394,43,52083,2,Female,0
395,40,87708,17,Male,1
396,26,36663,8,Female,0
397,29,113076,6,Male,0
398,18,39053,21,Female,0
399,18,31085,29,Female,1
400,51,50564,9,Male,0
401,49,109745,13,Female,1
402,42,79095,11,Female,0
403,57,89517,29,Female,0
404,18,41153,16,Female,0
405,33,25247,16,Male,1
406,56,30553,27,Male,1
407,22,40811,2,Female,1
408,39,115381,10,Female,1
409,46,26135,12,Male,0
410,20,25573,8,Male,0
411,29,99267,11,Female,1
412,43,27189,10,Male,1
413,33,100077,13,Male,1
414,54,63646,25,Male,1
415,39,96623,17,Male,0
416,46,73687,7,Female,1
417,31,88312,24,Male,1
418,45,47564,3,Female,0
419,22,48835,20,Female,1
420,47,81587,13,Male,0
421,22,27697,19,Female,1
422,29,100165,7,Female,0
423,33,93922,9,Male,1
424,43,37046,19,Male,1
425,43,77823,13,Male,1
426,38,93580,22,Female,1
427,56,73370,8,Female,1
428,53,29615,22,Female,0
429,50,25060,18,Female,1
430,47,96436,29,Male,0
431,54,80519,23,Female,0
432,40,91117,2,Male,0
433,27,81158,18,Male,0
434,22,54782,18,Male,1
435,53,105709,11,Male,1
436,51,98533,1,Female,1
437,48,78255,14,Male,1
438,27,92684,16,Female,0
439,36,76918,11,Male,0
440,49,104284,1,Male,0
441,18,99558,7,Male,1
442,22,105549,29,Female,1
443,21,101422,16,Male,1
444,33,45256,14,Male,1
445,41,50005,15,Male,0
446,33,26638,14,Male,1
447,19,57419,28,Female,1
448,45,53377,21,Female,0
449,49,63116,11,Male,0
450,44,56634,16,Male,1
451,37,102291,19,Female,1
452,41,43382,17,Female,0
453,29,76063,27,Female,1
454,52,42394,26,Male,0
455,50,87789,6,Female,0
456,50,20864,11,Male,1
457,54,119572,17,Female,0
458,29,60222,9,Female,1
459,20,33666,18,Male,1
460,18,40955,17,Female,1
461,50,101845,12,Male,1
462,57,89590,23,Female,0
463,27,86471,22,Male,1
464,46,108314,22,Female,1
465,30,63298,5,Female,0
466,29,83108,11,Male,1
467,48,68924,4,Male,1
468,19,36709,27,Male,1
469,52,29726,4,Male,1
470,40,80824,3,Female,0
471,34,60542,26,Female,0
472,43,40245,24,Female,1
473,25,54753,23,Female,0
474,46,99788,25,Female,0
475,43,41316,17,Female,0
476,27,104698,7,Male,0
477,43,35960,26,Female,1
478,51,50791,4,Female,0
479,58,45216,23,Male,1
480,24,52467,13,Female,1
481,21,84427,12,Female,0
482,28,82047,1,Female,1
483,46,93290,21,Male,0
484,53,67014,19,Male,1
485,42,24078,21,Female,1
486,38,98389,20,Male,0
487,53,70519,18,Female,1
488,27,24042,11,Female,0
489,54,69052,20,Female,1
490,26,34389,3,Male,1
491,41,115961,29,Female,0
492,52,88111,17,Female,0
493,52,113715,12,Female,0
494,53,70733,10,Female,1
495,35,54754,8,Female,0
496,56,38624,15,Male,0
497,49,105886,5,Female,0
498,41,46681,4,Male,0
499,40,109524,26,Female,1
500,49,101006,28,Male,1
501,54,44704,21,Female,1
502,29,114913,20,Female,1
503,30,114108,19,Male,1
504,40,27493,21,Male,1
505,42,89639,4,Female,0
506,52,74383,15,Male,1
507,58,22994,17,Male,0
508,47,89280,12,Female,0
509,34,67234,3,Female,0
510,37,67291,10,Female,0
511,42,112868,15,Female,1
512,39,25594,10,Female,1
513,30,27371,24,Male,1
514,36,67315,23,Female,0
515,53,103564,18,Male,1
516,29,99526,1,Female,1
517,58,36626,3,Female,1
518,36,106005,21,Male,1
519,29,27130,26,Female,1
520,26,26828,27,Male,1
521,24,77514,12,Male,0
522,45,72664,1,Male,0
523,31,37883,3,Female,1
524,48,63059,3,Female,0
525,36,104078,5,Female,0
526,33,62932,19,Female,1
527,22,81269,29,Female,0
528,52,95986,25,Female,1
529,29,105959,1,Male,0
530,42,22035,4,Female,1
531,38,60745,29,Female,0
532,53,37241,29,Female,0
533,40,72975,26,Female,0
534,33,43154,26,Male,0
535,56,45625,4,Male,1
536,59,64950,17,Male,0
537,56,118602,14,Male,1
538,31,76396,18,Male,1
539,48,119227,27,Female,0
540,22,33331,1,Male,0
541,52,83927,22,Male,1
542,40,106226,16,Female,0
543,46,104719,3,Female,1
544,28,83014,23,Male,0
545,35,59346,21,Female,1
546,29,90411,9,Female,0
547,26,74478,23,Male,0
548,27,32254,4,Female,1
549,34,75734,21,Male,1
550,55,48621,5,Male,1
551,24,96441,11,Female,0
552,30,66121,21,Male,0
553,57,101418,26,Male,0
554,59,80197,9,Female,0
555,26,104577,26,Female,1
556,44,114634,3,Female,1
557,19,62431,6,Female,0
558,22,119245,24,Male,0
559,46,24837,11,Female,0
560,54,110025,9,Female,1
561,55,103163,29,Male,1
562,36,91232,15,Male,0
563,25,68994,23,Male,1
564,18,99079,28,Male,0
565,39,32615,3,Female,0
566,34,21466,1,Female,1
567,24,50771,20,Male,1
568,42,103886,29,Male,1
569,21,85911,22,Male,1
570,53,118566,19,Male,0
571,23,40746,14,Female,1
572,48,108422,17,Male,1
573,36,80739,22,Female,1
574,56,118187,14,Male,1
575,44,93369,17,Female,0
576,27,21893,25,Female,0
577,43,50573,27,Female,1
578,36,116907,14,Female,1
579,56,60874,12,Male,0
580,20,97362,16,Female,0
581,30,119956,1,Male,1
582,45,107460,13,Female,0
583,37,53367,6,Female,0
584,45,41199,17,Male,0
585,25,111404,12,Male,0
586,58,94328,23,Female,1
587,56,77724,19,Female,0
588,18,106133,6,Male,0
589,20,56405,7,Female,1
590,30,118232,1,Male,1
591,45,35989,1,Male,1
592,42,48931,29,Male,0
593,50,29290,5,Female,1
594,55,58367,6,Female,0
595,23,99878,16,Male,1
596,49,110477,25,Male,0
597,38,99481,16,Male,1
598,33,96298,14,Male,1
599,38,50133,1,Female,0
600,28,47052,13,Male,1
601,54,105489,20,Female,1
602,53,60475,10,Male,1
603,52,102666,24,Female,1
604,36,116622,10,Female,1
605,37,77656,9,Female,0
606,35,24633,13,Female,0
607,58,37304,3,Female,1
608,31,117820,27,Male,1
609,32,66546,18,Male,0
610,48,27008,20,Female,0
611,18,68291,2,Male,1
612,20,47405,17,Male,0
613,33,56386,28,Male,1
614,40,110909,19,Male,1
615,28,40827,23,Male,1
616,29,53040,13,Male,1
617,27,80354,13,Male,0
618,49,98543,1,Female,0
619,33,38157,2,Male,0
620,25,117693,1,Male,1
621,55,55315,24,Male,0
622,29,55932,5,Female,1
623,41,41164,24,Female,1
624,45,34414,3,Male,0
625,25,34327,29,Female,1
626,45,20946,28,Female,1
627,53,34693,7,Male,1
628,43,47241,24,Female,0
629,25,115790,22,Male,1
630,45,35540,13,Female,0
631,45,92255,29,Male,1
632,54,84757,23,Female,0
633,58,61203,28,Male,1
634,53,45081,18,Male,0
635,44,81861,24,Female,0
636,34,31350,21,Male,1
637,26,75512,7,Male,1
638,50,76809,1,Female,1
639,37,117557,5,Male,1
640,30,62832,17,Male,0
641,45,48369,28,Female,1
642,46,51728,29,Male,0
643,30,37576,8,Female,1
644,52,49001,15,Male,0
645,23,103384,20,Female,0
646,35,20390,4,Female,0
647,22,107535,2,Male,1
648,42,65436,5,Female,1
649,19,31569,1,Male,0
650,27,33029,25,Male,0
651,47,42490,5,Female,0
652,22,65875,6,Male,0
653,50,25867,2,Male,0
654,18,100820,26,Female,1
655,35,119515,26,Male,0
656,49,29121,1,Male,1
657,28,21539,4,Female,1
658,38,111024,7,Male,1
659,43,37027,22,Male,0
660,42,94229,26,Female,0
661,39,28921,1,Male,0
662,44,70435,1,Male,0
663,30,30310,8,Female,1
664,50,83965,20,Male,1
665,51,116444,16,Male,1
666,58,89922,21,Female,0
667,52,117799,13,Female,0
668,18,113948,23,Male,0
669,38,102839,24,Male,0
670,23,32242,26,Female,0
671,45,28947,23,Male,0
672,34,91466,18,Male,1
673,22,81816,20,Male,1
674,48,68785,10,Female,0
675,22,20507,12,Male,1
676,55,86972,1,Male,1
677,20,47151,10,Female,1
678,40,31618,9,Female,1
679,54,94286,3,Female,0
680,54,36122,28,Male,1
681,27,27354,19,Male,0
682,27,50979,26,Female,0
683,36,106436,9,Male,1
684,34,99376,10,Male,0
685,38,72774,19,Male,1
686,31,25037,16,Male,0
687,26,48633,24,Female,0
688,18,44495,18,Female,1
689,30,84550,14,Male,1
690,21,101384,29,Female,0
691,18,56483,3,Male,1
692,57,93373,2,Male,0
693,49,54069,1,Female,1
694,51,27370,18,Female,0
695,45,91947,24,Male,0
696,48,59133,9,Male,0
697,25,116035,13,Male,0
698,56,115761,2,Male,0
699,43,20692,7,Female,1
700,51,48926,16,Female,0
701,20,119782,21,Male,1
702,29,93984,19,Male,1
703,18,63390,25,Female,0
704,22,69593,15,Male,0
705,47,95609,22,Female,1
706,47,25209,11,Male,0
707,34,26533,1,Female,0
708,40,106597,21,Male,1
709,32,27211,7,Male,1
710,54,29927,20,Male,1
711,38,97463,8,Female,1
712,31,44594,10,Female,1
713,19,94852,5,Male,1
714,28,97713,9,Male,0
715,56,96382,25,Male,1
716,55,27933,25,Male,1
717,51,60696,1,Female,0
718,55,85449,2,Female,0
719,51,87616,19,Female,0
720,35,26089,14,Male,0
721,47,76548,20,Male,0
722,32,46123,10,Female,0
723,44,27797,9,Male,1
724,51,70013,10,Female,0
725,55,28346,29,Female,0
726,50,105414,6,Female,0
727,41,53672,17,Female,0
728,32,37653,28,Male,1
729,47,69556,25,Female,0
730,59,46140,6,Male,0
731,34,21184,4,Female,1
732,22,54493,20,Female,1
733,46,64148,3,Female,1
734,21,44846,23,Female,0
735,27,42195,19,Male,1
736,34,25606,18,Male,1
737,27,23956,26,Male,1
738,34,36555,24,Male,0
739,37,110385,4,Female,0
740,41,38690,8,Male,1
741,22,78502,17,Male,0
742,51,68849,5,Female,0
743,23,46347,13,Male,0
744,19,118725,25,Male,0
745,30,111321,1,Male,0
746,28,69056,27,Male,1
747,40,83851,13,Female,1
748,33,118234,4,Female,1
749,48,101502,22,Male,1
750,28,116633,26,Female,0
751,33,101418,24,Male,1
752,25,90211,14,Male,1
753,21,61850,3,Male,0
754,57,98545,5,Female,0
755,21,47843,7,Female,0
756,42,82320,1,Female,0
757,20,49793,23,Female,1
758,49,59516,29,Female,0
759,20,37857,12,Female,0
760,44,39627,11,Male,0
761,46,81822,24,Female,0
762,49,104101,8,Male,0
763,36,111561,25,Male,0
764,38,72248,6,Female,1
765,22,75798,28,Male,1
766,35,113368,22,Male,1
767,45,64116,2,Male,0
768,59,95318,19,Female,0
769,39,107902,20,Female,1
770,38,48557,20,Male,1
771,23,91334,24,Female,1
772,18,95163,14,Male,1
773,22,98002,1,Female,0
774,58,62614,10,Male,1
775,29,32720,16,Male,0
776,43,77608,4,Female,0
777,51,92095,27,Female,0
778,31,104694,28,Female,1
779,43,116452,29,Female,1
780,44,107593,11,Female,1
781,26,55892,16,Male,0
782,43,97242,27,Male,0
783,39,97606,20,Male,1
784,47,20924,1,Female,0
785,34,71322,16,Female,1
786,43,46478,19,Male,0
787,53,91042,21,Male,0
788,18,66418,22,Male,0
789,25,82217,9,Male,0
790,52,110140,9,Female,0
791,32,100846,9,Male,0
792,39,93762,27,Female,0
793,31,31781,17,Male,1
794,43,25515,12,Female,0
795,45,56133,25,Female,0
796,40,102508,13,Female,1
797,31,117628,8,Female,1
798,41,96946,16,Male,1
799,19,105058,18,Male,1
800,43,29095,29,Male,0
801,31,108583,27,Female,0
802,24,40470,1,Male,1
803,20,63129,1,Male,0
804,40,28531,12,Male,1
805,35,57038,6,Female,0
806,55,107939,9,Female,0
807,52,62674,23,Female,0
808,32,114658,5,Male,0
809,42,102476,27,Male,0
810,54,49831,16,Male,1
811,45,77174,18,Female,0
812,27,31279,17,Male,0
813,56,58220,18,Female,0
814,34,80610,1,Female,0
815,56,72719,19,Female,0
816,39,73051,22,Female,1
817,43,92013,29,Male,0
818,42,76652,8,Male,1
819,34,85524,3,Female,0
820,30,102936,26,Male,0
821,37,26470,25,Female,1
822,42,87598,26,Male,0
823,21,61798,5,Male,0
824,27,73473,23,Female,1
825,20,39880,8,Female,0
826,58,64439,19,Female,1
827,35,34308,18,Female,1
828,53,111563,18,Male,1
829,39,116256,21,Female,0
830,51,55081,1,Male,0
831,25,95242,15,Female,1
832,57,70383,18,Male,0
833,36,29837,29,Female,1
834,59,72151,25,Male,0
835,58,56824,7,Male,1
836,54,53073,16,Male,0
837,23,117624,16,Female,1
838,43,113648,15,Female,0
839,51,46299,6,Female,1
840,23,119993,9,Female,0
841,54,78861,7,Male,1
842,50,50063,14,Male,0
843,39,89453,11,Male,0
844,38,88472,21,Female,1
845,23,34506,16,Male,0
846,23,114341,25,Male,0
847,21,99854,6,Female,0
848,47,46026,22,Female,0
849,28,47672,27,Male,1
850,47,58417,16,Female,0
851,48,72413,20,Female,0
852,41,85066,29,Female,1
853,26,79213,16,Female,0
854,20,70971,12,Male,1
855,48,47281,17,Male,0
856,57,48091,5,Male,1
857,54,70494,27,Male,0
858,53,38610,25,Male,1
859,41,21079,13,Female,1
860,48,115386,8,Male,1
861,23,66751,24,Male,0
862,19,106126,5,Female,1
863,37,75432,12,Female,0
864,45,50951,9,Female,1
865,28,100863,3,Male,1
866,21,98291,3,Female,1
867,32,79872,1,Female,0
868,23,27235,25,Female,0
869,47,102733,22,Male,1
870,55,82712,18,Female,1
871,19,41473,24,Female,1
872,32,87567,12,Male,1
873,28,99823,9,Female,1
874,25,52230,9,Male,1
875,43,104573,18,Male,1
876,22,112588,18,Female,1
877,23,88876,29,Male,0
878,43,60644,7,Female,1
879,21,68664,27,Female,0
880,36,65203,4,Female,1
881,37,86677,13,Female,0
882,50,45425,17,Male,0
883,37,104817,24,Female,1
884,29,105961,2,Female,0
885,18,117649,14,Female,0
886,43,89806,3,Male,1
887,31,62814,5,Male,1
888,55,90219,14,Female,1
889,54,69646,3,Male,0
890,28,59884,23,Male,1
891,53,115345,7,Female,0
892,30,89322,18,Female,1
893,20,41650,13,Female,1
894,50,114242,29,Female,0
895,23,29190,23,Female,0
896,27,58196,27,Male,0
897,22,59449,22,Female,1
898,40,59661,10,Female,1
899,27,49709,25,Female,1
900,19,100428,13,Female,0
901,30,95179,16,Female,0
902,57,29943,9,Male,0
903,19,63240,2,Female,0
904,37,65760,23,Male,1
905,18,41042,5,Female,0
906,54,63894,29,Female,0
907,26,26869,22,Female,1
908,34,81078,17,Male,1
909,26,76759,23,Female,0
910,28,64306,22,Female,0
911,32,75371,4,Female,0
912,41,40918,17,Female,0
913,55,48379,9,Female,0
914,52,110810,20,Female,0
915,47,103232,2,Female,1
916,48,22962,24,Male,1
917,22,33851,18,Female,1
918,31,65747,21,Female,1
919,28,72349,27,Female,0
920,26,90832,22,Male,0
921,51,76356,11,Male,0
922,29,34745,13,Female,0
923,52,25730,8,Male,1
924,52,33921,27,Female,0
925,18,118430,1,Female,0
926,57,91138,17,Male,0
927,39,103111,12,Female,0
928,46,39023,4,Male,1
929,25,65349,21,Male,0
930,28,101533,13,Male,1
931,58,103286,29,Female,0
932,54,61979,9,Female,0
933,31,42837,27,Female,0
934,47,34997,7,Female,1
935,52,108603,23,Female,0
936,38,65039,24,Female,0
937,54,40923,5,Female,0
938,22,28876,5,Male,1
939,36,80973,17,Female,1
940,31,22887,9,Female,0
941,43,83723,6,Female,1
942,21,62422,25,Male,0
943,42,71413,19,Male,0
944,59,22841,16,Male,1
945,42,48756,21,Female,0
946,35,91576,2,Male,0
947,57,30304,10,Male,1
948,25,50341,16,Female,1
949,56,24758,5,Female,1
950,57,37010,15,Female,1
951,31,80758,13,Male,0
952,49,51658,13,Female,0
953,55,69002,13,Female,0
954,50,21375,15,Female,0
955,40,119485,14,Female,0
956,32,42092,8,Female,0
957,50,20490,11,Female,0
958,42,23729,18,Male,0
959,34,25974,24,Female,1
960,50,105216,4,Male,0
961,19,103860,26,Male,0
962,31,116870,10,Female,0
963,57,41398,1,Male,0
964,57,54650,29,Male,0
965,56,41292,5,Male,1
966,23,23159,13,Female,1
967,23,118162,1,Male,1
968,20,82766,23,Male,0
969,24,114887,8,Male,0
970,25,37065,3,Male,0
971,59,41638,3,Female,0
972,32,21073,7,Female,1
973,46,66511,4,Male,1
974,50,104307,3,Female,0
975,47,49320,15,Female,0
976,56,89876,8,Male,1
977,44,54924,3,Female,1
978,53,101720,29,Female,1
979,46,60734,7,Male,1
980,55,88116,18,Male,1
981,50,60025,11,Female,1
982,54,114503,11,Female,1
983,44,22159,17,Female,0
984,50,68940,28,Female,0
985,21,99436,6,Male,1
986,39,96976,8,Male,0
987,19,34678,1,Male,1
988,27,81075,29,Male,0
989,22,67204,10,Male,1
990,27,32021,28,Female,0
991,50,26772,25,Female,1
992,55,87163,19,Male,0
993,30,93755,3,Male,0
994,48,43464,4,Male,1
995,53,71137,11,Female,1
996,41,50232,15,Female,1
